ano,regiao,uf_sigla,municipio,categoria,nivel_atencao,numero_prof_padronizado
2008,Região Centro-Oeste,GO,Cristalina,Psicólogo,Terciária,0.5
2008,Região Centro-Oeste,GO,Cristalina,Biólogo,Secundária,1.0
2008,Região Centro-Oeste,GO,Luziânia,Biólogo,Secundária,1.0
2015,Região Centro-Oeste,GO,Luziânia,Médico,Terciária,57.775
2015,Região Centro-Oeste,GO,Valparaíso de Goiás,Psicólogo,Secundária,4.75
2022,Região Centro-Oeste,GO,Águas Lindas de Goiás,Profissional de Educação Física,Primária,3.0
2022,Região Centro-Oeste,GO,Novo Gama,Farmacêutico,OUTROS/MÚLTIPLOS,3.0
2020,Região Centro-Oeste,GO,Novo Gama,Agente Comunitário de Saúde,Primária,71.0
2020,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Biomédico,Primária,2.0
2020,Região Centro-Oeste,GO,Valparaíso de Goiás,Farmacêutico,Primária,3.5
2024,Região Centro-Oeste,GO,Luziânia,Farmacêutico,Terciária,12.6
2012,Região Centro-Oeste,GO,Cristalina,Fonoaudiólogo,Primária,0.5
2012,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Cirurgião Dentista,Primária,14.1
2009,Região Centro-Oeste,GO,Luziânia,Técnico ou Auxiliar de Enfermagem,OUTROS/MÚLTIPLOS,1.0
2009,Região Centro-Oeste,GO,Valparaíso de Goiás,Farmacêutico,Secundária,3.75
2017,Região Centro-Oeste,GO,Cidade Ocidental,Assistente Social,Secundária,1.0
2017,Região Centro-Oeste,GO,Luziânia,Fonoaudiólogo,Secundária,1.5
2017,Região Centro-Oeste,GO,Novo Gama,Farmacêutico,Secundária,2.0
2017,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Fonoaudiólogo,Primária,1.0
2017,Região Centro-Oeste,GO,Valparaíso de Goiás,Técnico ou Auxiliar de Prótese Dentária,Secundária,4.5
2025,Região Centro-Oeste,GO,Luziânia,Técnico ou Auxiliar de Enfermagem,Primária,100.25
2025,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Técnico ou Auxiliar de Enfermagem,OUTROS/MÚLTIPLOS,5.5
2014,Região Centro-Oeste,GO,Cidade Ocidental,Técnico em Radiologia e Imagenologia,Terciária,0.6
2014,Região Centro-Oeste,GO,Novo Gama,Farmacêutico,Secundária,2.0
2014,Região Centro-Oeste,GO,Valparaíso de Goiás,Biólogo,Secundária,2.55
2021,Região Centro-Oeste,GO,Luziânia,Técnico em Radiologia e Imagenologia,Secundária,18.55
2021,Região Centro-Oeste,GO,Valparaíso de Goiás,Cirurgião Dentista,OUTROS/MÚLTIPLOS,0.3
2019,Região Centro-Oeste,GO,Cristalina,Farmacêutico,Terciária,1.0
2019,Região Centro-Oeste,GO,Cristalina,Técnico ou Auxiliar de Enfermagem,OUTROS/MÚLTIPLOS,4.6
2019,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Nutricionista,Primária,2.0
2026,Região Centro-Oeste,GO,Águas Lindas de Goiás,Médico,Primária,70.35
2026,Região Centro-Oeste,GO,Cristalina,Terapeuta Ocupacional,Primária,0.5
2026,Região Centro-Oeste,GO,Valparaíso de Goiás,Farmacêutico,Primária,18.0
2023,Região Centro-Oeste,GO,Águas Lindas de Goiás,Enfermeiro,Secundária,49.075
2023,Região Centro-Oeste,GO,Novo Gama,Técnico ou Auxiliar de Enfermagem,Primária,51.8
2016,Região Centro-Oeste,GO,Cidade Ocidental,Psicólogo,Terciária,0.15
2016,Região Centro-Oeste,GO,Cristalina,Assistente Social,Primária,2.0
2016,Região Centro-Oeste,GO,Luziânia,Médico,Terciária,52.675
2016,Região Centro-Oeste,GO,Luziânia,Técnico ou Auxiliar de Enfermagem,Secundária,65.8
2016,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Nutricionista,Primária,1.0
2016,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Biomédico,Primária,0.5
2013,Região Centro-Oeste,GO,Luziânia,Enfermeiro,Primária,24.0
2013,Região Centro-Oeste,GO,Luziânia,Técnico ou Auxiliar de Saúde Bucal,Secundária,5.0
2013,Região Centro-Oeste,GO,Luziânia,Biomédico,Terciária,0.75
2008,Região Centro-Oeste,GO,Cidade Ocidental,Farmacêutico,Terciária,1.25
2015,Região Centro-Oeste,GO,Cristalina,Cirurgião Dentista,Secundária,13.0
2015,Região Centro-Oeste,GO,Cristalina,Farmacêutico,OUTROS/MÚLTIPLOS,0.8
2015,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Fisioterapeuta,Terciária,2.5
2022,Região Centro-Oeste,GO,Cidade Ocidental,Técnico ou Auxiliar de Enfermagem,Secundária,17.65
2022,Região Centro-Oeste,GO,Luziânia,Biomédico,Primária,1.0
2022,Região Centro-Oeste,GO,Valparaíso de Goiás,Técnico ou Auxiliar de Enfermagem,Primária,116.75
2020,Região Centro-Oeste,GO,Cidade Ocidental,Farmacêutico,Terciária,1.0
2020,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Psicólogo,Primária,4.5
2024,Região Centro-Oeste,GO,Luziânia,Técnico em Radiologia e Imagenologia,Primária,2.5
2024,Região Centro-Oeste,GO,Novo Gama,Profissional de Educação Física,Primária,0.5
2024,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Médico,Primária,21.7
2012,Região Centro-Oeste,GO,Águas Lindas de Goiás,Cirurgião Dentista,Secundária,3.25
2012,Região Centro-Oeste,GO,Cristalina,Fisioterapeuta,Secundária,4.45
2012,Região Centro-Oeste,GO,Cristalina,Terapeuta Ocupacional,Secundária,0.8
2012,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Assistente Social,Primária,0.9
2012,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Farmacêutico,Terciária,3.6
2018,Região Centro-Oeste,GO,Cidade Ocidental,Biomédico,Secundária,1.45
2018,Região Centro-Oeste,GO,Cristalina,Fonoaudiólogo,Secundária,0.4
2018,Região Centro-Oeste,GO,Cristalina,Nutricionista,Terciária,1.5
2018,Região Centro-Oeste,GO,Cristalina,Assistente Social,Secundária,1.0
2018,Região Centro-Oeste,GO,Valparaíso de Goiás,Técnico ou Auxiliar de Saúde Bucal,Secundária,6.75
2009,Região Centro-Oeste,GO,Águas Lindas de Goiás,Cirurgião Dentista,Secundária,3.0
2017,Região Centro-Oeste,GO,Valparaíso de Goiás,Médico,Primária,41.95
2025,Região Centro-Oeste,GO,Águas Lindas de Goiás,Psicólogo,Terciária,7.075
2025,Região Centro-Oeste,GO,Novo Gama,Médico,Secundária,54.8
2025,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Farmacêutico,Secundária,1.75
2014,Região Centro-Oeste,GO,Águas Lindas de Goiás,Fisioterapeuta,Primária,2.75
2014,Região Centro-Oeste,GO,Valparaíso de Goiás,Técnico ou Auxiliar de Prótese Dentária,Primária,3.5
2021,Região Centro-Oeste,GO,Luziânia,Enfermeiro,Secundária,31.9
2021,Região Centro-Oeste,GO,Valparaíso de Goiás,Enfermeiro,Secundária,62.8
2019,Região Centro-Oeste,GO,Cidade Ocidental,Assistente Social,Terciária,0.5
2026,Região Centro-Oeste,GO,Luziânia,Técnico em Radiologia e Imagenologia,Primária,2.0
2011,Região Centro-Oeste,GO,Cristalina,Psicólogo,Secundária,2.5
2023,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Enfermeiro,OUTROS/MÚLTIPLOS,3.75
2016,Região Centro-Oeste,GO,Águas Lindas de Goiás,Fisioterapeuta,Primária,3.0
2016,Região Centro-Oeste,GO,Luziânia,Farmacêutico,Primária,3.75
2016,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Fisioterapeuta,Primária,2.0
2010,Região Centro-Oeste,GO,Águas Lindas de Goiás,Assistente Social,Secundária,2.0
2010,Região Centro-Oeste,GO,Águas Lindas de Goiás,Farmacêutico,Secundária,2.0
2013,Região Centro-Oeste,GO,Cidade Ocidental,Técnico ou Auxiliar de Enfermagem,Primária,27.0
2013,Região Centro-Oeste,GO,Cidade Ocidental,Médico,Terciária,20.275
2013,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Técnico ou Auxiliar de Saúde Bucal,Secundária,2.35
2008,Região Centro-Oeste,GO,Valparaíso de Goiás,Fonoaudiólogo,Secundária,0.0
2015,Região Centro-Oeste,GO,Cristalina,Assistente Social,Primária,2.0
2015,Região Centro-Oeste,GO,Luziânia,Técnico ou Auxiliar de Enfermagem,Primária,50.0
2015,Região Centro-Oeste,GO,Valparaíso de Goiás,Técnico ou Auxiliar de Saúde Bucal,Primária,8.75
2015,Região Centro-Oeste,GO,Valparaíso de Goiás,Técnico ou Auxiliar de Enfermagem,OUTROS/MÚLTIPLOS,14.6
2022,Região Centro-Oeste,GO,Águas Lindas de Goiás,Cirurgião Dentista,Primária,20.75
2022,Região Centro-Oeste,GO,Águas Lindas de Goiás,Assistente Social,Primária,6.0
2022,Região Centro-Oeste,GO,Águas Lindas de Goiás,Enfermeiro,Terciária,22.925
2022,Região Centro-Oeste,GO,Águas Lindas de Goiás,Biólogo,Secundária,1.75
2022,Região Centro-Oeste,GO,Luziânia,Fisioterapeuta,OUTROS/MÚLTIPLOS,3.5
2022,Região Centro-Oeste,GO,Valparaíso de Goiás,Cirurgião Dentista,Primária,39.5
2020,Região Centro-Oeste,GO,Luziânia,Nutricionista,Terciária,1.0
2024,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Técnico ou Auxiliar de Enfermagem,OUTROS/MÚLTIPLOS,5.25
2012,Região Centro-Oeste,GO,Cristalina,Nutricionista,Terciária,1.5
2012,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Profissional de Educação Física,Primária,2.0
2018,Região Centro-Oeste,GO,Cidade Ocidental,Técnico ou Auxiliar de Enfermagem,Primária,27.0
2017,Região Centro-Oeste,GO,Novo Gama,Técnico ou Auxiliar de Enfermagem,Secundária,10.05
2025,Região Centro-Oeste,GO,Cidade Ocidental,Técnico em Radiologia e Imagenologia,Terciária,2.9
2025,Região Centro-Oeste,GO,Cristalina,Médico,Primária,34.1
2025,Região Centro-Oeste,GO,Cristalina,Técnico ou Auxiliar de Prótese Dentária,Secundária,0.5
2025,Região Centro-Oeste,GO,Luziânia,Médico,Primária,52.45
2025,Região Centro-Oeste,GO,Valparaíso de Goiás,Agente Comunitário de Saúde,Primária,207.0
2014,Região Centro-Oeste,GO,Cristalina,Assistente Social,Primária,1.0
2014,Região Centro-Oeste,GO,Luziânia,Enfermeiro,Terciária,16.275
2021,Região Centro-Oeste,GO,Cristalina,Técnico ou Auxiliar de Saúde Bucal,Secundária,4.0
2019,Região Centro-Oeste,GO,Águas Lindas de Goiás,Técnico ou Auxiliar de Enfermagem,Primária,50.0
2019,Região Centro-Oeste,GO,Cristalina,Técnico ou Auxiliar de Enfermagem,Primária,33.5
2019,Região Centro-Oeste,GO,Cristalina,Técnico em Radiologia e Imagenologia,Terciária,5.4
2019,Região Centro-Oeste,GO,Cristalina,Farmacêutico,OUTROS/MÚLTIPLOS,2.3
2019,Região Centro-Oeste,GO,Luziânia,Médico,OUTROS/MÚLTIPLOS,10.9
2026,Região Centro-Oeste,GO,Águas Lindas de Goiás,Cirurgião Dentista,Terciária,1.7
2026,Região Centro-Oeste,GO,Cristalina,Agente Comunitário de Saúde,Primária,47.0
2026,Região Centro-Oeste,GO,Luziânia,Nutricionista,Primária,4.0
2026,Região Centro-Oeste,GO,Valparaíso de Goiás,Biomédico,Secundária,24.025
2011,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Assistente Social,Primária,0.9
2011,Região Centro-Oeste,GO,Valparaíso de Goiás,Psicólogo,Primária,3.0
2011,Região Centro-Oeste,GO,Valparaíso de Goiás,Psicólogo,Secundária,0.75
2023,Região Centro-Oeste,GO,Águas Lindas de Goiás,Médico,Secundária,88.05
2023,Região Centro-Oeste,GO,Cidade Ocidental,Farmacêutico,Primária,4.5
2023,Região Centro-Oeste,GO,Cristalina,Técnico ou Auxiliar de Enfermagem,Terciária,50.8
2023,Região Centro-Oeste,GO,Luziânia,Agente Comunitário de Saúde,Primária,105.0
2023,Região Centro-Oeste,GO,Novo Gama,Farmacêutico,OUTROS/MÚLTIPLOS,2.0
2023,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Enfermeiro,Secundária,0.8
2016,Região Centro-Oeste,GO,Novo Gama,Biomédico,Secundária,0.9
2010,Região Centro-Oeste,GO,Cristalina,Nutricionista,Primária,0.7
2008,Região Centro-Oeste,GO,Cristalina,Farmacêutico,Secundária,0.0
2015,Região Centro-Oeste,GO,Cristalina,Terapeuta Ocupacional,Secundária,0.8
2015,Região Centro-Oeste,GO,Luziânia,Enfermeiro,Primária,24.5
2015,Região Centro-Oeste,GO,Luziânia,Médico,Secundária,21.6
2022,Região Centro-Oeste,GO,Águas Lindas de Goiás,Nutricionista,Terciária,1.5
2022,Região Centro-Oeste,GO,Luziânia,Biomédico,Terciária,7.5
2022,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Técnico ou Auxiliar de Enfermagem,Terciária,47.25
2022,Região Centro-Oeste,GO,Valparaíso de Goiás,Nutricionista,Terciária,3.25
2024,Região Centro-Oeste,GO,Cristalina,Técnico em Radiologia e Imagenologia,Terciária,4.6
2024,Região Centro-Oeste,GO,Valparaíso de Goiás,Técnico ou Auxiliar de Saúde Bucal,Secundária,9.1
2012,Região Centro-Oeste,GO,Águas Lindas de Goiás,Médico,Terciária,13.775
2012,Região Centro-Oeste,GO,Cristalina,Técnico ou Auxiliar de Enfermagem,Secundária,1.75
2012,Região Centro-Oeste,GO,Luziânia,Biomédico,Primária,0.75
2012,Região Centro-Oeste,GO,Luziânia,Técnico ou Auxiliar de Saúde Bucal,Primária,11.0
2018,Região Centro-Oeste,GO,Águas Lindas de Goiás,Cirurgião Dentista,Primária,23.0
2018,Região Centro-Oeste,GO,Luziânia,Assistente Social,Primária,4.5
2017,Região Centro-Oeste,GO,Valparaíso de Goiás,Farmacêutico,Secundária,8.15
2025,Região Centro-Oeste,GO,Cristalina,Técnico ou Auxiliar de Saúde Bucal,Secundária,10.0
2014,Região Centro-Oeste,GO,Águas Lindas de Goiás,Psicólogo,OUTROS/MÚLTIPLOS,1.25
2014,Região Centro-Oeste,GO,Cidade Ocidental,Agente Comunitário de Saúde,OUTROS/MÚLTIPLOS,47.25
2014,Região Centro-Oeste,GO,Luziânia,Assistente Social,Primária,5.0
2021,Região Centro-Oeste,GO,Luziânia,Assistente Social,Secundária,8.5
2021,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Farmacêutico,Secundária,1.75
2021,Região Centro-Oeste,GO,Valparaíso de Goiás,Técnico ou Auxiliar de Saúde Bucal,Secundária,4.0
2019,Região Centro-Oeste,GO,Águas Lindas de Goiás,Assistente Social,Terciária,0.25
2019,Região Centro-Oeste,GO,Águas Lindas de Goiás,Terapeuta Ocupacional,Secundária,1.0
2019,Região Centro-Oeste,GO,Luziânia,Médico,Secundária,53.65
2019,Região Centro-Oeste,GO,Novo Gama,Fisioterapeuta,Primária,1.5
2019,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Enfermeiro,Secundária,1.5
2019,Região Centro-Oeste,GO,Valparaíso de Goiás,Médico,OUTROS/MÚLTIPLOS,0.75
2019,Região Centro-Oeste,GO,Valparaíso de Goiás,Agente Comunitário de Saúde,Primária,198.0
2026,Região Centro-Oeste,GO,Valparaíso de Goiás,Técnico ou Auxiliar de Enfermagem,Terciária,96.5
2011,Região Centro-Oeste,GO,Valparaíso de Goiás,Fisioterapeuta,Primária,8.6
2023,Região Centro-Oeste,GO,Cidade Ocidental,Nutricionista,Primária,4.75
2023,Região Centro-Oeste,GO,Cristalina,Assistente Social,OUTROS/MÚLTIPLOS,0.8
2023,Região Centro-Oeste,GO,Cristalina,Nutricionista,Primária,3.0
2023,Região Centro-Oeste,GO,Novo Gama,Psicólogo,Secundária,8.35
2016,Região Centro-Oeste,GO,Cristalina,Enfermeiro,Secundária,6.25
2016,Região Centro-Oeste,GO,Luziânia,Enfermeiro,Primária,24.5
2016,Região Centro-Oeste,GO,Valparaíso de Goiás,Técnico em Radiologia e Imagenologia,Secundária,3.25
2016,Região Centro-Oeste,GO,Valparaíso de Goiás,Psicólogo,Terciária,1.0
2008,Região Centro-Oeste,GO,Valparaíso de Goiás,Fisioterapeuta,Primária,2.25
2015,Região Centro-Oeste,GO,Águas Lindas de Goiás,Psicólogo,OUTROS/MÚLTIPLOS,1.25
2015,Região Centro-Oeste,GO,Cidade Ocidental,Técnico ou Auxiliar de Enfermagem,Primária,19.0
2015,Região Centro-Oeste,GO,Cristalina,Enfermeiro,Secundária,6.25
2015,Região Centro-Oeste,GO,Cristalina,Fisioterapeuta,Primária,4.0
2015,Região Centro-Oeste,GO,Valparaíso de Goiás,Médico,OUTROS/MÚLTIPLOS,0.75
2022,Região Centro-Oeste,GO,Águas Lindas de Goiás,Técnico ou Auxiliar de Enfermagem,Secundária,101.475
2022,Região Centro-Oeste,GO,Valparaíso de Goiás,Farmacêutico,Secundária,26.0
2020,Região Centro-Oeste,GO,Novo Gama,Fisioterapeuta,Secundária,1.0
2020,Região Centro-Oeste,GO,Valparaíso de Goiás,Técnico em Radiologia e Imagenologia,Secundária,12.15
2024,Região Centro-Oeste,GO,Cidade Ocidental,Enfermeiro,OUTROS/MÚLTIPLOS,7.5
2024,Região Centro-Oeste,GO,Luziânia,Médico,Secundária,127.175
2024,Região Centro-Oeste,GO,Novo Gama,Fonoaudiólogo,Secundária,0.75
2024,Região Centro-Oeste,GO,Valparaíso de Goiás,Técnico em Farmácia,Secundária,2.05
2018,Região Centro-Oeste,GO,Águas Lindas de Goiás,Biomédico,Secundária,3.325
2018,Região Centro-Oeste,GO,Valparaíso de Goiás,Técnico em Radiologia e Imagenologia,Secundária,9.9
2009,Região Centro-Oeste,GO,Cidade Ocidental,Técnico ou Auxiliar de Saúde Bucal,Primária,2.0
2009,Região Centro-Oeste,GO,Cidade Ocidental,Técnico ou Auxiliar de Enfermagem,OUTROS/MÚLTIPLOS,1.0
2009,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Psicólogo,Terciária,1.2
2017,Região Centro-Oeste,GO,Cristalina,Médico,Terciária,10.575
2025,Região Centro-Oeste,GO,Cristalina,Biólogo,Secundária,1.0
2025,Região Centro-Oeste,GO,Cristalina,Assistente Social,OUTROS/MÚLTIPLOS,0.5
2025,Região Centro-Oeste,GO,Luziânia,Profissional de Educação Física,Primária,2.0
2014,Região Centro-Oeste,GO,Luziânia,Técnico em Radiologia e Imagenologia,Terciária,10.6
2021,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Biomédico,Terciária,3.0
2021,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Técnico em Radiologia e Imagenologia,Secundária,1.0
2019,Região Centro-Oeste,GO,Cristalina,Biólogo,Secundária,1.1
2019,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Psicólogo,Terciária,4.4
2026,Região Centro-Oeste,GO,Luziânia,Assistente Social,Primária,4.5
2026,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Assistente Social,Secundária,1.0
2026,Região Centro-Oeste,GO,Valparaíso de Goiás,Técnico em Farmácia,Terciária,3.75
2011,Região Centro-Oeste,GO,Cristalina,Fisioterapeuta,Primária,0.4
2011,Região Centro-Oeste,GO,Novo Gama,Enfermeiro,Secundária,5.0
2023,Região Centro-Oeste,GO,Águas Lindas de Goiás,Psicólogo,Terciária,0.875
2023,Região Centro-Oeste,GO,Cidade Ocidental,Enfermeiro,OUTROS/MÚLTIPLOS,4.5
2023,Região Centro-Oeste,GO,Luziânia,Assistente Social,Secundária,11.5
2023,Região Centro-Oeste,GO,Luziânia,Cirurgião Dentista,OUTROS/MÚLTIPLOS,3.0
2023,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Médico,Terciária,10.4
2023,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Biólogo,Secundária,0.5
2023,Região Centro-Oeste,GO,Valparaíso de Goiás,Farmacêutico,Terciária,5.15
2016,Região Centro-Oeste,GO,Cristalina,Fonoaudiólogo,Secundária,0.55
2010,Região Centro-Oeste,GO,Cidade Ocidental,Nutricionista,Primária,0.5
2010,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Técnico ou Auxiliar de Enfermagem,Secundária,4.8
2013,Região Centro-Oeste,GO,Luziânia,Médico,Primária,24.95
2008,Região Centro-Oeste,GO,Cristalina,Técnico ou Auxiliar de Saúde Bucal,Primária,4.5
2008,Região Centro-Oeste,GO,Luziânia,Farmacêutico,Terciária,4.75
2015,Região Centro-Oeste,GO,Águas Lindas de Goiás,Técnico ou Auxiliar de Enfermagem,Terciária,38.5
2015,Região Centro-Oeste,GO,Cristalina,Enfermeiro,Primária,13.0
2015,Região Centro-Oeste,GO,Cristalina,Agente Comunitário de Saúde,OUTROS/MÚLTIPLOS,1.0
2022,Região Centro-Oeste,GO,Águas Lindas de Goiás,Agente Comunitário de Saúde,Primária,176.0
2022,Região Centro-Oeste,GO,Cidade Ocidental,Psicólogo,Primária,5.25
2022,Região Centro-Oeste,GO,Valparaíso de Goiás,Nutricionista,Primária,7.5
2020,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Médico,Terciária,11.1
2024,Região Centro-Oeste,GO,Águas Lindas de Goiás,Cirurgião Dentista,OUTROS/MÚLTIPLOS,2.0
2024,Região Centro-Oeste,GO,Cidade Ocidental,Técnico em Radiologia e Imagenologia,Secundária,1.75
2024,Região Centro-Oeste,GO,Cidade Ocidental,Técnico em Radiologia e Imagenologia,OUTROS/MÚLTIPLOS,4.2
2024,Região Centro-Oeste,GO,Valparaíso de Goiás,Psicólogo,Secundária,20.85
2012,Região Centro-Oeste,GO,Luziânia,Biomédico,Secundária,1.1
2018,Região Centro-Oeste,GO,Novo Gama,Médico,Primária,23.75
2018,Região Centro-Oeste,GO,Valparaíso de Goiás,Psicólogo,Terciária,1.0
2009,Região Centro-Oeste,GO,Cristalina,Técnico em Radiologia e Imagenologia,Terciária,0.6
2009,Região Centro-Oeste,GO,Luziânia,Técnico em Radiologia e Imagenologia,Terciária,3.5
2009,Região Centro-Oeste,GO,Luziânia,Assistente Social,Secundária,0.5
2017,Região Centro-Oeste,GO,Luziânia,Biomédico,Terciária,0.75
2017,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Assistente Social,Primária,1.0
2025,Região Centro-Oeste,GO,Cristalina,Médico Veterinário,Secundária,1.0
2025,Região Centro-Oeste,GO,Cristalina,Assistente Social,Secundária,0.5
2025,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Técnico em Radiologia e Imagenologia,Secundária,1.0
2014,Região Centro-Oeste,GO,Cidade Ocidental,Psicólogo,Terciária,0.15
2014,Região Centro-Oeste,GO,Novo Gama,Técnico ou Auxiliar de Enfermagem,Secundária,29.6
2014,Região Centro-Oeste,GO,Valparaíso de Goiás,Biomédico,Secundária,0.45
2021,Região Centro-Oeste,GO,Águas Lindas de Goiás,Enfermeiro,Terciária,19.3
2021,Região Centro-Oeste,GO,Valparaíso de Goiás,Fisioterapeuta,OUTROS/MÚLTIPLOS,0.5
2026,Região Centro-Oeste,GO,Águas Lindas de Goiás,Psicólogo,OUTROS/MÚLTIPLOS,2.75
2026,Região Centro-Oeste,GO,Cidade Ocidental,Farmacêutico,Secundária,3.7
2026,Região Centro-Oeste,GO,Cidade Ocidental,Assistente Social,Secundária,1.5
2011,Região Centro-Oeste,GO,Águas Lindas de Goiás,Técnico em Radiologia e Imagenologia,Terciária,4.3
2011,Região Centro-Oeste,GO,Cidade Ocidental,Enfermeiro,Primária,13.0
2023,Região Centro-Oeste,GO,Cristalina,Cirurgião Dentista,Primária,19.0
2023,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Nutricionista,Primária,1.0
2023,Região Centro-Oeste,GO,Valparaíso de Goiás,Psicólogo,Primária,15.25
2023,Região Centro-Oeste,GO,Valparaíso de Goiás,Técnico em Farmácia,Secundária,2.05
2016,Região Centro-Oeste,GO,Águas Lindas de Goiás,Técnico ou Auxiliar de Enfermagem,Secundária,39.85
2016,Região Centro-Oeste,GO,Cristalina,Cirurgião Dentista,OUTROS/MÚLTIPLOS,1.2
2010,Região Centro-Oeste,GO,Cristalina,Biólogo,Secundária,1.1
2010,Região Centro-Oeste,GO,Luziânia,Terapeuta Ocupacional,Secundária,1.0
2010,Região Centro-Oeste,GO,Novo Gama,Fisioterapeuta,Primária,1.25
2013,Região Centro-Oeste,GO,Luziânia,Técnico ou Auxiliar de Saúde Bucal,OUTROS/MÚLTIPLOS,2.0
2008,Região Centro-Oeste,GO,Águas Lindas de Goiás,Enfermeiro,Terciária,4.5
2015,Região Centro-Oeste,GO,Cidade Ocidental,Médico,Terciária,13.35
2015,Região Centro-Oeste,GO,Luziânia,Farmacêutico,Secundária,4.125
2015,Região Centro-Oeste,GO,Luziânia,Técnico ou Auxiliar de Prótese Dentária,Secundária,1.5
2015,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Fonoaudiólogo,Primária,1.0
2022,Região Centro-Oeste,GO,Cristalina,Terapeuta Ocupacional,Primária,0.5
2022,Região Centro-Oeste,GO,Cristalina,Técnico ou Auxiliar de Enfermagem,OUTROS/MÚLTIPLOS,10.1
2022,Região Centro-Oeste,GO,Valparaíso de Goiás,Psicólogo,Primária,12.0
2020,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Assistente Social,Primária,1.5
2024,Região Centro-Oeste,GO,Luziânia,Cirurgião Dentista,Secundária,86.775
2024,Região Centro-Oeste,GO,Luziânia,Enfermeiro,Terciária,88.425
2024,Região Centro-Oeste,GO,Novo Gama,Psicólogo,Secundária,7.85
2024,Região Centro-Oeste,GO,Novo Gama,Médico,Secundária,38.5
2024,Região Centro-Oeste,GO,Valparaíso de Goiás,Enfermeiro,Terciária,62.7
2012,Região Centro-Oeste,GO,Luziânia,Farmacêutico,Primária,2.5
2012,Região Centro-Oeste,GO,Valparaíso de Goiás,Farmacêutico,Primária,4.5
2018,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Cirurgião Dentista,Primária,12.0
2009,Região Centro-Oeste,GO,Cidade Ocidental,Enfermeiro,OUTROS/MÚLTIPLOS,0.5
2017,Região Centro-Oeste,GO,Cristalina,Assistente Social,OUTROS/MÚLTIPLOS,0.8
2017,Região Centro-Oeste,GO,Novo Gama,Fonoaudiólogo,Primária,0.75
2017,Região Centro-Oeste,GO,Novo Gama,Fisioterapeuta,Primária,2.0
2017,Região Centro-Oeste,GO,Valparaíso de Goiás,Cirurgião Dentista,Primária,14.7
2025,Região Centro-Oeste,GO,Águas Lindas de Goiás,Cirurgião Dentista,OUTROS/MÚLTIPLOS,1.0
2025,Região Centro-Oeste,GO,Cristalina,Técnico em Radiologia e Imagenologia,Secundária,5.5
2025,Região Centro-Oeste,GO,Novo Gama,Biomédico,OUTROS/MÚLTIPLOS,0.5
2025,Região Centro-Oeste,GO,Valparaíso de Goiás,Agente Comunitário de Saúde,OUTROS/MÚLTIPLOS,1.0
2021,Região Centro-Oeste,GO,Luziânia,Farmacêutico,Primária,9.75
2021,Região Centro-Oeste,GO,Luziânia,Profissional de Educação Física,Primária,1.0
2019,Região Centro-Oeste,GO,Águas Lindas de Goiás,Fisioterapeuta,OUTROS/MÚLTIPLOS,1.0
2019,Região Centro-Oeste,GO,Cristalina,Médico,Primária,19.75
2019,Região Centro-Oeste,GO,Cristalina,Biomédico,OUTROS/MÚLTIPLOS,3.8
2019,Região Centro-Oeste,GO,Luziânia,Enfermeiro,Primária,31.5
2026,Região Centro-Oeste,GO,Águas Lindas de Goiás,Médico,Secundária,115.7
2026,Região Centro-Oeste,GO,Novo Gama,Cirurgião Dentista,Secundária,3.5
