ano,regiao,uf_sigla,municipio,categoria,nivel_atencao,numero_prof_padronizado
2019,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Cirurgião Dentista,Secundária,6.45
2026,Região Centro-Oeste,GO,Cidade Ocidental,Profissional de Educação Física,Primária,3.5
2026,Região Centro-Oeste,GO,Cristalina,Enfermeiro,Primária,31.3
2023,Região Centro-Oeste,GO,Cidade Ocidental,Técnico ou Auxiliar de Saúde Bucal,Secundária,1.0
2023,Região Centro-Oeste,GO,Cristalina,Farmacêutico,OUTROS/MÚLTIPLOS,6.3
2023,Região Centro-Oeste,GO,Luziânia,Técnico em Farmácia,Terciária,2.0
2023,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Nutricionista,Terciária,1.6
2016,Região Centro-Oeste,GO,Cristalina,Enfermeiro,Terciária,8.0
2016,Região Centro-Oeste,GO,Valparaíso de Goiás,Técnico em Radiologia e Imagenologia,Terciária,1.1
2010,Região Centro-Oeste,GO,Águas Lindas de Goiás,Biólogo,Secundária,4.4
2010,Região Centro-Oeste,GO,Cristalina,Técnico em Radiologia e Imagenologia,Terciária,3.8
2010,Região Centro-Oeste,GO,Valparaíso de Goiás,Assistente Social,Secundária,1.25
2013,Região Centro-Oeste,GO,Cristalina,Técnico em Radiologia e Imagenologia,Terciária,2.4
2013,Região Centro-Oeste,GO,Luziânia,Nutricionista,Secundária,2.0
2013,Região Centro-Oeste,GO,Novo Gama,Cirurgião Dentista,Primária,6.75
2008,Região Centro-Oeste,GO,Luziânia,Agente Comunitário de Saúde,Primária,65.0
2015,Região Centro-Oeste,GO,Luziânia,Fisioterapeuta,Terciária,0.75
2015,Região Centro-Oeste,GO,Luziânia,Cirurgião Dentista,Primária,23.65
2015,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Farmacêutico,Primária,1.0
2015,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Técnico ou Auxiliar de Enfermagem,Terciária,32.3
2022,Região Centro-Oeste,GO,Cristalina,Farmacêutico,Primária,0.5
2020,Região Centro-Oeste,GO,Cristalina,Nutricionista,Secundária,0.5
2020,Região Centro-Oeste,GO,Cristalina,Biólogo,Secundária,1.15
2020,Região Centro-Oeste,GO,Valparaíso de Goiás,Técnico ou Auxiliar de Prótese Dentária,Secundária,3.5
2024,Região Centro-Oeste,GO,Cidade Ocidental,Técnico ou Auxiliar de Enfermagem,Primária,44.3
2012,Região Centro-Oeste,GO,Cristalina,Técnico ou Auxiliar de Enfermagem,OUTROS/MÚLTIPLOS,1.5
2012,Região Centro-Oeste,GO,Luziânia,Enfermeiro,Primária,23.25
2018,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Técnico ou Auxiliar de Saúde Bucal,Secundária,2.1
2009,Região Centro-Oeste,GO,Luziânia,Fisioterapeuta,Secundária,5.0
2009,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Agente Comunitário de Saúde,Primária,108.0
2017,Região Centro-Oeste,GO,Cidade Ocidental,Psicólogo,Secundária,2.15
2017,Região Centro-Oeste,GO,Valparaíso de Goiás,Técnico em Radiologia e Imagenologia,Secundária,5.25
2025,Região Centro-Oeste,GO,Cidade Ocidental,Farmacêutico,Terciária,2.25
2025,Região Centro-Oeste,GO,Luziânia,Assistente Social,Terciária,1.6
2025,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Enfermeiro,Terciária,35.1
2025,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Psicólogo,Terciária,2.2
2025,Região Centro-Oeste,GO,Valparaíso de Goiás,Psicólogo,Primária,15.5
2014,Região Centro-Oeste,GO,Cristalina,Cirurgião Dentista,OUTROS/MÚLTIPLOS,1.0
2021,Região Centro-Oeste,GO,Luziânia,Biomédico,Terciária,1.5
2021,Região Centro-Oeste,GO,Novo Gama,Fisioterapeuta,Secundária,1.0
2021,Região Centro-Oeste,GO,Valparaíso de Goiás,Biólogo,Secundária,2.5
2021,Região Centro-Oeste,GO,Valparaíso de Goiás,Psicólogo,Secundária,8.6
2019,Região Centro-Oeste,GO,Águas Lindas de Goiás,Agente Comunitário de Saúde,Primária,179.0
2026,Região Centro-Oeste,GO,Águas Lindas de Goiás,Nutricionista,Secundária,10.1
2016,Região Centro-Oeste,GO,Cidade Ocidental,Farmacêutico,OUTROS/MÚLTIPLOS,1.0
2016,Região Centro-Oeste,GO,Cristalina,Técnico ou Auxiliar de Saúde Bucal,Secundária,7.0
2016,Região Centro-Oeste,GO,Luziânia,Terapeuta Ocupacional,Primária,1.0
2016,Região Centro-Oeste,GO,Luziânia,Médico Veterinário,OUTROS/MÚLTIPLOS,0.5
2016,Região Centro-Oeste,GO,Valparaíso de Goiás,Enfermeiro,Secundária,31.6
2013,Região Centro-Oeste,GO,Águas Lindas de Goiás,Cirurgião Dentista,Secundária,2.875
2013,Região Centro-Oeste,GO,Cidade Ocidental,Farmacêutico,OUTROS/MÚLTIPLOS,0.5
2013,Região Centro-Oeste,GO,Valparaíso de Goiás,Biomédico,Secundária,0.35
2008,Região Centro-Oeste,GO,Águas Lindas de Goiás,Técnico ou Auxiliar de Saúde Bucal,Secundária,1.0
2022,Região Centro-Oeste,GO,Valparaíso de Goiás,Cirurgião Dentista,Secundária,24.05
2020,Região Centro-Oeste,GO,Novo Gama,Enfermeiro,OUTROS/MÚLTIPLOS,3.0
2020,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Técnico ou Auxiliar de Enfermagem,Terciária,51.5
2024,Região Centro-Oeste,GO,Cristalina,Nutricionista,Secundária,2.05
2024,Região Centro-Oeste,GO,Luziânia,Médico,Terciária,125.7
2024,Região Centro-Oeste,GO,Valparaíso de Goiás,Agente Comunitário de Saúde,OUTROS/MÚLTIPLOS,1.0
2012,Região Centro-Oeste,GO,Cristalina,Médico,OUTROS/MÚLTIPLOS,0.05
2012,Região Centro-Oeste,GO,Luziânia,Fisioterapeuta,Terciária,1.75
2012,Região Centro-Oeste,GO,Valparaíso de Goiás,Enfermeiro,Terciária,22.6
2018,Região Centro-Oeste,GO,Cidade Ocidental,Farmacêutico,Terciária,0.5
2018,Região Centro-Oeste,GO,Cristalina,Fisioterapeuta,Secundária,3.55
2018,Região Centro-Oeste,GO,Novo Gama,Técnico em Radiologia e Imagenologia,Secundária,0.5
2025,Região Centro-Oeste,GO,Cidade Ocidental,Nutricionista,Terciária,1.5
2025,Região Centro-Oeste,GO,Cristalina,Nutricionista,Primária,4.8
2014,Região Centro-Oeste,GO,Águas Lindas de Goiás,Técnico ou Auxiliar de Enfermagem,OUTROS/MÚLTIPLOS,1.0
2014,Região Centro-Oeste,GO,Cristalina,Fisioterapeuta,Secundária,4.45
2021,Região Centro-Oeste,GO,Águas Lindas de Goiás,Médico,Secundária,57.25
2021,Região Centro-Oeste,GO,Cristalina,Biomédico,Secundária,1.1
2021,Região Centro-Oeste,GO,Novo Gama,Médico,Primária,43.9
2021,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Biomédico,Primária,2.0
2021,Região Centro-Oeste,GO,Valparaíso de Goiás,Médico,Primária,78.8
2019,Região Centro-Oeste,GO,Águas Lindas de Goiás,Nutricionista,Secundária,1.9
2019,Região Centro-Oeste,GO,Luziânia,Farmacêutico,Terciária,0.75
2026,Região Centro-Oeste,GO,Águas Lindas de Goiás,Biomédico,Terciária,3.85
2026,Região Centro-Oeste,GO,Águas Lindas de Goiás,Terapeuta Ocupacional,Terciária,0.6
2026,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Enfermeiro,Terciária,36.2
2026,Região Centro-Oeste,GO,Valparaíso de Goiás,Nutricionista,Terciária,4.9
2011,Região Centro-Oeste,GO,Cidade Ocidental,Farmacêutico,OUTROS/MÚLTIPLOS,0.5
2023,Região Centro-Oeste,GO,Cristalina,Técnico ou Auxiliar de Prótese Dentária,Secundária,0.5
2023,Região Centro-Oeste,GO,Luziânia,Biomédico,Secundária,7.575
2023,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Psicólogo,Primária,5.5
2023,Região Centro-Oeste,GO,Valparaíso de Goiás,Técnico em Radiologia e Imagenologia,Secundária,23.45
2023,Região Centro-Oeste,GO,Valparaíso de Goiás,Técnico em Farmácia,Terciária,3.75
2016,Região Centro-Oeste,GO,Cristalina,Médico,Primária,16.25
2010,Região Centro-Oeste,GO,Águas Lindas de Goiás,Técnico ou Auxiliar de Saúde Bucal,Primária,1.0
2010,Região Centro-Oeste,GO,Novo Gama,Técnico ou Auxiliar de Enfermagem,Secundária,13.6
2008,Região Centro-Oeste,GO,Valparaíso de Goiás,Biólogo,Primária,1.5
2015,Região Centro-Oeste,GO,Águas Lindas de Goiás,Fisioterapeuta,Primária,2.75
2015,Região Centro-Oeste,GO,Luziânia,Enfermeiro,Terciária,15.025
2022,Região Centro-Oeste,GO,Águas Lindas de Goiás,Técnico ou Auxiliar de Enfermagem,Terciária,43.8
2022,Região Centro-Oeste,GO,Novo Gama,Técnico em Radiologia e Imagenologia,Secundária,8.3
2020,Região Centro-Oeste,GO,Águas Lindas de Goiás,Enfermeiro,Terciária,13.3
2020,Região Centro-Oeste,GO,Luziânia,Nutricionista,Primária,2.5
2020,Região Centro-Oeste,GO,Novo Gama,Enfermeiro,Secundária,17.825
2024,Região Centro-Oeste,GO,Luziânia,Técnico em Radiologia e Imagenologia,OUTROS/MÚLTIPLOS,2.8
2024,Região Centro-Oeste,GO,Novo Gama,Assistente Social,Primária,2.75
2012,Região Centro-Oeste,GO,Águas Lindas de Goiás,Técnico em Radiologia e Imagenologia,Secundária,0.45
2018,Região Centro-Oeste,GO,Águas Lindas de Goiás,Farmacêutico,Primária,5.0
2018,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Fisioterapeuta,Terciária,0.5
2009,Região Centro-Oeste,GO,Novo Gama,Biólogo,Secundária,0.5
2009,Região Centro-Oeste,GO,Valparaíso de Goiás,Farmacêutico,Primária,1.6
2017,Região Centro-Oeste,GO,Águas Lindas de Goiás,Biólogo,Secundária,3.65
2017,Região Centro-Oeste,GO,Águas Lindas de Goiás,Fisioterapeuta,OUTROS/MÚLTIPLOS,1.0
2017,Região Centro-Oeste,GO,Novo Gama,Nutricionista,Primária,0.75
2014,Região Centro-Oeste,GO,Cidade Ocidental,Cirurgião Dentista,Secundária,0.75
2014,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Biomédico,Primária,0.5
2014,Região Centro-Oeste,GO,Valparaíso de Goiás,Médico,Terciária,11.3
2021,Região Centro-Oeste,GO,Águas Lindas de Goiás,Médico,Primária,26.0
2021,Região Centro-Oeste,GO,Águas Lindas de Goiás,Enfermeiro,Primária,22.0
2021,Região Centro-Oeste,GO,Cidade Ocidental,Nutricionista,Primária,3.0
2021,Região Centro-Oeste,GO,Luziânia,Assistente Social,OUTROS/MÚLTIPLOS,4.5
2019,Região Centro-Oeste,GO,Valparaíso de Goiás,Fonoaudiólogo,Secundária,2.8
2026,Região Centro-Oeste,GO,Cidade Ocidental,Psicólogo,Primária,5.05
2026,Região Centro-Oeste,GO,Cidade Ocidental,Técnico ou Auxiliar de Enfermagem,OUTROS/MÚLTIPLOS,7.0
2026,Região Centro-Oeste,GO,Novo Gama,Fisioterapeuta,Primária,3.6
2011,Região Centro-Oeste,GO,Cidade Ocidental,Técnico ou Auxiliar de Enfermagem,Terciária,28.8
2011,Região Centro-Oeste,GO,Valparaíso de Goiás,Técnico em Radiologia e Imagenologia,Primária,1.5
2013,Região Centro-Oeste,GO,Águas Lindas de Goiás,Cirurgião Dentista,Primária,14.0
2013,Região Centro-Oeste,GO,Cidade Ocidental,Médico,Secundária,0.2
2013,Região Centro-Oeste,GO,Cristalina,Fisioterapeuta,Primária,2.2
2008,Região Centro-Oeste,GO,Cidade Ocidental,Agente Comunitário de Saúde,Primária,87.0
2008,Região Centro-Oeste,GO,Luziânia,Cirurgião Dentista,Secundária,17.75
2015,Região Centro-Oeste,GO,Luziânia,Médico,OUTROS/MÚLTIPLOS,11.0
2015,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Psicólogo,Terciária,3.45
2022,Região Centro-Oeste,GO,Cristalina,Fonoaudiólogo,Terciária,0.5
2022,Região Centro-Oeste,GO,Valparaíso de Goiás,Psicólogo,Terciária,4.25
2020,Região Centro-Oeste,GO,Cristalina,Nutricionista,Terciária,1.5
2020,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Enfermeiro,OUTROS/MÚLTIPLOS,3.0
2020,Região Centro-Oeste,GO,Valparaíso de Goiás,Biomédico,Terciária,3.75
2024,Região Centro-Oeste,GO,Águas Lindas de Goiás,Profissional de Educação Física,Primária,6.75
2024,Região Centro-Oeste,GO,Valparaíso de Goiás,Enfermeiro,Primária,67.75
2024,Região Centro-Oeste,GO,Valparaíso de Goiás,Farmacêutico,Terciária,4.7
2012,Região Centro-Oeste,GO,Luziânia,Terapeuta Ocupacional,Secundária,1.0
2012,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Nutricionista,Terciária,0.75
2018,Região Centro-Oeste,GO,Cidade Ocidental,Médico,Terciária,11.1
2018,Região Centro-Oeste,GO,Cristalina,Assistente Social,OUTROS/MÚLTIPLOS,0.8
2018,Região Centro-Oeste,GO,Novo Gama,Técnico ou Auxiliar de Enfermagem,Secundária,14.4
2018,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Nutricionista,Primária,1.0
2018,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Profissional de Educação Física,Primária,2.0
2018,Região Centro-Oeste,GO,Valparaíso de Goiás,Médico,Secundária,44.825
2009,Região Centro-Oeste,GO,Águas Lindas de Goiás,Biólogo,Secundária,4.4
2017,Região Centro-Oeste,GO,Novo Gama,Enfermeiro,Secundária,7.4
2025,Região Centro-Oeste,GO,Águas Lindas de Goiás,Assistente Social,OUTROS/MÚLTIPLOS,1.0
2025,Região Centro-Oeste,GO,Cidade Ocidental,Psicólogo,Primária,5.15
2025,Região Centro-Oeste,GO,Cidade Ocidental,Cirurgião Dentista,OUTROS/MÚLTIPLOS,1.0
2025,Região Centro-Oeste,GO,Cristalina,Médico,Terciária,26.375
2025,Região Centro-Oeste,GO,Novo Gama,Fisioterapeuta,Primária,2.85
2021,Região Centro-Oeste,GO,Águas Lindas de Goiás,Cirurgião Dentista,Primária,19.0
2021,Região Centro-Oeste,GO,Valparaíso de Goiás,Médico,Secundária,43.8
2019,Região Centro-Oeste,GO,Novo Gama,Cirurgião Dentista,Secundária,1.0
2026,Região Centro-Oeste,GO,Águas Lindas de Goiás,Biólogo,Secundária,1.75
2026,Região Centro-Oeste,GO,Valparaíso de Goiás,Médico,Terciária,46.9
2026,Região Centro-Oeste,GO,Valparaíso de Goiás,Técnico em Farmácia,OUTROS/MÚLTIPLOS,1.1
2011,Região Centro-Oeste,GO,Novo Gama,Técnico ou Auxiliar de Saúde Bucal,Secundária,1.0
2023,Região Centro-Oeste,GO,Cidade Ocidental,Fisioterapeuta,Primária,13.0
2023,Região Centro-Oeste,GO,Cristalina,Técnico em Radiologia e Imagenologia,Secundária,6.1
2023,Região Centro-Oeste,GO,Luziânia,Enfermeiro,Secundária,51.225
2016,Região Centro-Oeste,GO,Luziânia,Médico,Primária,29.65
2016,Região Centro-Oeste,GO,Novo Gama,Médico Veterinário,OUTROS/MÚLTIPLOS,1.0
2010,Região Centro-Oeste,GO,Cidade Ocidental,Enfermeiro,Terciária,4.25
2010,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Técnico ou Auxiliar de Enfermagem,Terciária,25.75
2010,Região Centro-Oeste,GO,Valparaíso de Goiás,Biólogo,Secundária,4.25
2013,Região Centro-Oeste,GO,Cristalina,Biólogo,Secundária,1.1
2013,Região Centro-Oeste,GO,Luziânia,Enfermeiro,Terciária,14.275
2013,Região Centro-Oeste,GO,Luziânia,Biólogo,Terciária,1.6
2015,Região Centro-Oeste,GO,Cristalina,Terapeuta Ocupacional,Primária,0.15
2015,Região Centro-Oeste,GO,Luziânia,Enfermeiro,OUTROS/MÚLTIPLOS,12.0
2015,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Cirurgião Dentista,Secundária,2.15
2022,Região Centro-Oeste,GO,Águas Lindas de Goiás,Técnico em Farmácia,Terciária,1.0
2022,Região Centro-Oeste,GO,Cristalina,Técnico ou Auxiliar de Enfermagem,Secundária,27.65
2022,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Psicólogo,Terciária,2.2
2020,Região Centro-Oeste,GO,Águas Lindas de Goiás,Técnico em Radiologia e Imagenologia,Terciária,3.6
2020,Região Centro-Oeste,GO,Cidade Ocidental,Enfermeiro,OUTROS/MÚLTIPLOS,5.0
2020,Região Centro-Oeste,GO,Luziânia,Biomédico,Secundária,5.25
2020,Região Centro-Oeste,GO,Luziânia,Assistente Social,OUTROS/MÚLTIPLOS,4.5
2024,Região Centro-Oeste,GO,Águas Lindas de Goiás,Farmacêutico,Primária,4.5
2024,Região Centro-Oeste,GO,Valparaíso de Goiás,Farmacêutico,Primária,13.0
2012,Região Centro-Oeste,GO,Cristalina,Técnico ou Auxiliar de Prótese Dentária,Secundária,0.7
2018,Região Centro-Oeste,GO,Águas Lindas de Goiás,Técnico em Radiologia e Imagenologia,Terciária,7.6
2018,Região Centro-Oeste,GO,Luziânia,Enfermeiro,OUTROS/MÚLTIPLOS,18.75
2018,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Técnico ou Auxiliar de Enfermagem,Secundária,4.75
2017,Região Centro-Oeste,GO,Cidade Ocidental,Técnico ou Auxiliar de Enfermagem,Secundária,9.75
2025,Região Centro-Oeste,GO,Cristalina,Farmacêutico,Secundária,5.4
2025,Região Centro-Oeste,GO,Luziânia,Agente Comunitário de Saúde,Primária,43.0
2025,Região Centro-Oeste,GO,Luziânia,Nutricionista,Terciária,4.65
2025,Região Centro-Oeste,GO,Novo Gama,Enfermeiro,Primária,66.1
2025,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Médico,Terciária,14.95
2025,Região Centro-Oeste,GO,Valparaíso de Goiás,Assistente Social,Primária,0.75
2014,Região Centro-Oeste,GO,Cristalina,Técnico em Radiologia e Imagenologia,Secundária,1.6
2014,Região Centro-Oeste,GO,Luziânia,Psicólogo,Secundária,8.0
2014,Região Centro-Oeste,GO,Luziânia,Técnico ou Auxiliar de Prótese Dentária,Secundária,1.5
2021,Região Centro-Oeste,GO,Cristalina,Enfermeiro,Primária,19.5
2021,Região Centro-Oeste,GO,Luziânia,Médico,Secundária,62.25
2021,Região Centro-Oeste,GO,Luziânia,Médico,Terciária,71.875
2021,Região Centro-Oeste,GO,Luziânia,Fisioterapeuta,Terciária,12.7
2019,Região Centro-Oeste,GO,Águas Lindas de Goiás,Médico,Secundária,37.775
2019,Região Centro-Oeste,GO,Cidade Ocidental,Agente Comunitário de Saúde,Primária,102.0
2011,Região Centro-Oeste,GO,Cidade Ocidental,Técnico em Radiologia e Imagenologia,Terciária,1.5
2011,Região Centro-Oeste,GO,Valparaíso de Goiás,Farmacêutico,Primária,1.75
2023,Região Centro-Oeste,GO,Águas Lindas de Goiás,Cirurgião Dentista,Secundária,17.85
2023,Região Centro-Oeste,GO,Águas Lindas de Goiás,Fisioterapeuta,Secundária,12.775
2016,Região Centro-Oeste,GO,Águas Lindas de Goiás,Enfermeiro,Primária,25.0
2016,Região Centro-Oeste,GO,Águas Lindas de Goiás,Assistente Social,Primária,1.75
2016,Região Centro-Oeste,GO,Luziânia,Cirurgião Dentista,Primária,27.45
2010,Região Centro-Oeste,GO,Cristalina,Técnico em Radiologia e Imagenologia,Secundária,0.0
2010,Região Centro-Oeste,GO,Luziânia,Técnico ou Auxiliar de Saúde Bucal,Secundária,5.0
2013,Região Centro-Oeste,GO,Cristalina,Cirurgião Dentista,Primária,9.0
2013,Região Centro-Oeste,GO,Luziânia,Enfermeiro,OUTROS/MÚLTIPLOS,6.5
2008,Região Centro-Oeste,GO,Cidade Ocidental,Enfermeiro,Terciária,5.85
2008,Região Centro-Oeste,GO,Luziânia,Nutricionista,OUTROS/MÚLTIPLOS,1.0
2015,Região Centro-Oeste,GO,Águas Lindas de Goiás,Médico,Terciária,17.9
2015,Região Centro-Oeste,GO,Cristalina,Biomédico,Secundária,0.6
2015,Região Centro-Oeste,GO,Luziânia,Biólogo,Secundária,0.675
2015,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Nutricionista,Primária,2.0
2015,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Profissional de Educação Física,Primária,2.0
2022,Região Centro-Oeste,GO,Luziânia,Técnico em Radiologia e Imagenologia,Secundária,19.95
2022,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Enfermeiro,Primária,22.05
2020,Região Centro-Oeste,GO,Cristalina,Psicólogo,Secundária,2.5
2020,Região Centro-Oeste,GO,Luziânia,Fisioterapeuta,Primária,2.0
2024,Região Centro-Oeste,GO,Novo Gama,Assistente Social,Secundária,0.75
2018,Região Centro-Oeste,GO,Valparaíso de Goiás,Técnico ou Auxiliar de Saúde Bucal,OUTROS/MÚLTIPLOS,1.0
2009,Região Centro-Oeste,GO,Luziânia,Farmacêutico,Secundária,2.75
2009,Região Centro-Oeste,GO,Valparaíso de Goiás,Fonoaudiólogo,Secundária,0.5
2017,Região Centro-Oeste,GO,Águas Lindas de Goiás,Assistente Social,Terciária,0.25
2017,Região Centro-Oeste,GO,Cristalina,Técnico ou Auxiliar de Enfermagem,Primária,21.0
2017,Região Centro-Oeste,GO,Luziânia,Médico,Primária,34.65
2017,Região Centro-Oeste,GO,Luziânia,Psicólogo,Secundária,11.5
2017,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Farmacêutico,Terciária,2.35
2025,Região Centro-Oeste,GO,Águas Lindas de Goiás,Fonoaudiólogo,Secundária,2.6
2025,Região Centro-Oeste,GO,Cidade Ocidental,Médico,Terciária,13.6
2025,Região Centro-Oeste,GO,Luziânia,Fisioterapeuta,Primária,3.0
2025,Região Centro-Oeste,GO,Novo Gama,Técnico ou Auxiliar de Enfermagem,Secundária,70.4
2025,Região Centro-Oeste,GO,Valparaíso de Goiás,Médico,Secundária,112.375
2014,Região Centro-Oeste,GO,Luziânia,Enfermeiro,OUTROS/MÚLTIPLOS,8.25
2014,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Técnico ou Auxiliar de Enfermagem,Terciária,33.3
2021,Região Centro-Oeste,GO,Cidade Ocidental,Assistente Social,Secundária,1.0
2021,Região Centro-Oeste,GO,Cristalina,Fonoaudiólogo,Secundária,0.3
2021,Região Centro-Oeste,GO,Cristalina,Técnico ou Auxiliar de Prótese Dentária,Secundária,0.5
2026,Região Centro-Oeste,GO,Águas Lindas de Goiás,Fisioterapeuta,Primária,6.0
2023,Região Centro-Oeste,GO,Cidade Ocidental,Assistente Social,Primária,1.25
2016,Região Centro-Oeste,GO,Águas Lindas de Goiás,Cirurgião Dentista,Secundária,2.5
2016,Região Centro-Oeste,GO,Novo Gama,Enfermeiro,OUTROS/MÚLTIPLOS,1.0
2010,Região Centro-Oeste,GO,Luziânia,Farmacêutico,Terciária,5.35
2013,Região Centro-Oeste,GO,Valparaíso de Goiás,Técnico ou Auxiliar de Enfermagem,OUTROS/MÚLTIPLOS,15.35
2015,Região Centro-Oeste,GO,Águas Lindas de Goiás,Fonoaudiólogo,Secundária,1.0
2015,Região Centro-Oeste,GO,Luziânia,Técnico em Radiologia e Imagenologia,Terciária,8.0
2015,Região Centro-Oeste,GO,Valparaíso de Goiás,Agente Comunitário de Saúde,Primária,201.0
2022,Região Centro-Oeste,GO,Águas Lindas de Goiás,Fisioterapeuta,Primária,6.25
2022,Região Centro-Oeste,GO,Águas Lindas de Goiás,Técnico ou Auxiliar de Enfermagem,OUTROS/MÚLTIPLOS,9.0
2022,Região Centro-Oeste,GO,Valparaíso de Goiás,Técnico ou Auxiliar de Enfermagem,Secundária,123.1
2020,Região Centro-Oeste,GO,Cidade Ocidental,Assistente Social,Secundária,1.0
2020,Região Centro-Oeste,GO,Luziânia,Fisioterapeuta,OUTROS/MÚLTIPLOS,0.75
2024,Região Centro-Oeste,GO,Cristalina,Técnico ou Auxiliar de Saúde Bucal,Primária,2.0
2024,Região Centro-Oeste,GO,Luziânia,Biólogo,OUTROS/MÚLTIPLOS,0.75
2024,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Técnico em Radiologia e Imagenologia,Terciária,4.7
2024,Região Centro-Oeste,GO,Valparaíso de Goiás,Cirurgião Dentista,Terciária,0.75
2017,Região Centro-Oeste,GO,Cidade Ocidental,Profissional de Educação Física,Primária,1.0
2017,Região Centro-Oeste,GO,Cristalina,Nutricionista,Primária,1.75
2017,Região Centro-Oeste,GO,Novo Gama,Enfermeiro,OUTROS/MÚLTIPLOS,2.0
2025,Região Centro-Oeste,GO,Cidade Ocidental,Profissional de Educação Física,Primária,4.75
2025,Região Centro-Oeste,GO,Cristalina,Enfermeiro,Primária,33.5
2025,Região Centro-Oeste,GO,Valparaíso de Goiás,Médico Veterinário,OUTROS/MÚLTIPLOS,1.5
2014,Região Centro-Oeste,GO,Cidade Ocidental,Agente Comunitário de Saúde,Primária,104.0
2021,Região Centro-Oeste,GO,Águas Lindas de Goiás,Assistente Social,Terciária,1.0
2021,Região Centro-Oeste,GO,Cidade Ocidental,Enfermeiro,Terciária,13.55
2021,Região Centro-Oeste,GO,Novo Gama,Biomédico,Secundária,1.8
2021,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Nutricionista,Primária,2.0
2019,Região Centro-Oeste,GO,Cristalina,Agente Comunitário de Saúde,Primária,76.0
2019,Região Centro-Oeste,GO,Cristalina,Médico Veterinário,OUTROS/MÚLTIPLOS,0.5
2019,Região Centro-Oeste,GO,Valparaíso de Goiás,Enfermeiro,OUTROS/MÚLTIPLOS,5.0
2026,Região Centro-Oeste,GO,Águas Lindas de Goiás,Assistente Social,Terciária,2.0
2026,Região Centro-Oeste,GO,Águas Lindas de Goiás,Técnico ou Auxiliar de Enfermagem,OUTROS/MÚLTIPLOS,35.3
2026,Região Centro-Oeste,GO,Luziânia,Técnico ou Auxiliar de Saúde Bucal,Primária,13.5
2026,Região Centro-Oeste,GO,Luziânia,Técnico ou Auxiliar de Enfermagem,Terciária,196.525
2023,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Assistente Social,Primária,1.75
2023,Região Centro-Oeste,GO,Valparaíso de Goiás,Cirurgião Dentista,Terciária,0.75
2016,Região Centro-Oeste,GO,Cristalina,Terapeuta Ocupacional,Primária,0.3
2016,Região Centro-Oeste,GO,Luziânia,Farmacêutico,Terciária,6.1
2016,Região Centro-Oeste,GO,Luziânia,Fisioterapeuta,Secundária,8.75
2016,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Técnico ou Auxiliar de Saúde Bucal,Secundária,1.6
2013,Região Centro-Oeste,GO,Cristalina,Fisioterapeuta,Secundária,6.45
2013,Região Centro-Oeste,GO,Cristalina,Técnico ou Auxiliar de Saúde Bucal,Secundária,4.0
2013,Região Centro-Oeste,GO,Valparaíso de Goiás,Psicólogo,Primária,3.65
2008,Região Centro-Oeste,GO,Luziânia,Nutricionista,Primária,1.5
2008,Região Centro-Oeste,GO,Luziânia,Técnico ou Auxiliar de Enfermagem,OUTROS/MÚLTIPLOS,1.0
2015,Região Centro-Oeste,GO,Águas Lindas de Goiás,Enfermeiro,Secundária,9.35
2020,Região Centro-Oeste,GO,Novo Gama,Cirurgião Dentista,Secundária,1.0
2024,Região Centro-Oeste,GO,Cidade Ocidental,Psicólogo,Primária,5.9
2024,Região Centro-Oeste,GO,Luziânia,Cirurgião Dentista,Primária,33.2
2012,Região Centro-Oeste,GO,Cristalina,Médico,Secundária,3.8
2012,Região Centro-Oeste,GO,Cristalina,Técnico ou Auxiliar de Enfermagem,Terciária,33.55
